case_id,device,target,backend_target,npu2,variant,plot_series,flow,status,validation,timed_validation_failure,dtype,M,N,K,m,n,k,compute_columns,device_columns,warmup,iterations,mapping_columns,mapping_rows,raw_count,filtered_count,outlier_count,q1_us,q3_us,iqr_us,lower_bound_us,upper_bound_us,raw_mean_us,raw_median_us,raw_min_us,raw_max_us,raw_std_us,raw_gflops,filtered_mean_us,filtered_median_us,filtered_min_us,filtered_max_us,filtered_std_us,filtered_gflops,elapsed_seconds,error,log_path
compiled_bf16_M512_N512_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,512,512,1024,64,64,64,2,2,20,200,2,4,200,192,8,649.0,725.25,76.25,534.625,839.625,699.535,652.0,640.0,996.0,77.09765738983253,767.4682639181742,691.8125,652.0,640.0,839.0,67.8505269722842,776.0352870177975,12.354263884015381,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M512_N512_K1024_2compute_2device.log
compiled_bf16_M512_N512_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,512,512,2048,64,64,64,2,2,20,200,2,4,200,166,34,975.0,979.0,4.0,969.0,985.0,997.095,977.0,963.0,1232.0,68.13623100084125,1076.8701317326834,976.5120481927711,976.0,971.0,985.0,2.495146980742574,1099.5684343958396,14.307850498706102,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M512_N512_K2048_2compute_2device.log
compiled_bf16_M512_N1024_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,512,1024,256,64,64,64,2,2,20,200,2,4,200,200,0,785.0,995.25,210.25,469.625,1310.625,879.93,838.0,774.0,1177.0,96.98719039130889,305.06455740797566,879.93,838.0,774.0,1177.0,96.98719039130889,305.06455740797566,12.148462418466806,,logs/compiled/2col/compiled_bf16_M512_N1024_K256_2compute_2device.log
compiled_bf16_M512_N1024_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,512,1024,512,64,64,64,2,2,20,200,2,4,200,170,30,985.5,1019.0,33.5,935.25,1069.25,1016.165,997.0,938.0,1362.0,77.38855067127179,528.3304502713634,988.1294117647059,994.0,938.0,1067.0,32.077952199307205,543.3204452858045,12.948504226282239,,logs/compiled/2col/compiled_bf16_M512_N1024_K512_2compute_2device.log
compiled_bf16_M512_N1024_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,512,1024,1024,64,64,64,2,2,20,200,2,4,200,186,14,1247.0,1270.25,23.25,1212.125,1305.125,1276.835,1250.0,1239.0,1622.0,82.76133019109831,840.9401559324423,1255.4193548387098,1250.0,1239.0,1297.0,12.012379439512419,855.2853832159925,14.671183556318283,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M512_N1024_K1024_2compute_2device.log
compiled_bf16_M512_N1024_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,512,1024,2048,64,64,64,2,2,20,200,2,4,200,194,6,2059.75,2073.0,13.25,2039.875,2092.875,2068.315,2065.0,2047.0,2238.0,16.298029788903932,1038.2768814228007,2066.5670103092784,2065.0,2047.0,2089.0,9.530642081435532,1039.1550998767814,18.474720345810056,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M512_N1024_K2048_2compute_2device.log
compiled_bf16_M512_N2048_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,512,2048,256,64,64,64,2,2,20,200,2,4,200,161,39,1523.0,1527.0,4.0,1517.0,1533.0,1539.37,1524.0,1509.0,1989.0,53.74014421268331,348.7601499314655,1524.1180124223602,1524.0,1518.0,1530.0,2.086272440382094,352.25022447357804,15.484341142699122,,logs/compiled/2col/compiled_bf16_M512_N2048_K256_2compute_2device.log
compiled_bf16_M512_N2048_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,512,2048,512,64,64,64,2,2,20,200,2,4,200,200,0,1839.0,1859.0,20.0,1809.0,1889.0,1850.37,1850.5,1825.0,1882.0,11.91608576672726,580.2849289601539,1850.37,1850.5,1825.0,1882.0,11.91608576672726,580.2849289601539,16.89328003488481,,logs/compiled/2col/compiled_bf16_M512_N2048_K512_2compute_2device.log
compiled_bf16_M512_N2048_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,512,2048,1024,64,64,64,2,2,20,200,2,4,200,194,6,2482.0,2496.0,14.0,2461.0,2517.0,2496.47,2494.0,2463.0,2958.0,52.119469490776666,860.2080729990747,2489.5515463917527,2493.0,2463.0,2516.0,9.869766533363672,862.598587730577,20.461954011581838,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M512_N2048_K1024_2compute_2device.log
compiled_bf16_M512_N2048_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,512,2048,2048,64,64,64,2,2,20,200,2,4,200,187,13,4066.75,4083.0,16.25,4042.375,4107.375,4078.905,4077.0,4039.0,4457.0,41.239495329113815,1052.9706614888064,4074.475935828877,4077.0,4044.0,4107.0,13.772141475047237,1054.115268722594,27.84293175023049,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M512_N2048_K2048_2compute_2device.log
compiled_bf16_M1024_N512_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,1024,512,256,64,64,64,2,2,20,200,2,4,200,200,0,779.0,988.0,209.0,465.5,1301.5,876.1,832.0,768.0,1223.0,97.93691847306611,306.3981919872161,876.1,832.0,768.0,1223.0,97.93691847306611,306.3981919872161,12.322288554161787,,logs/compiled/2col/compiled_bf16_M1024_N512_K256_2compute_2device.log
compiled_bf16_M1024_N512_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,1024,512,512,64,64,64,2,2,20,200,2,4,200,169,31,934.0,1003.25,69.25,830.125,1107.125,995.39,945.5,924.0,1375.0,92.0200950879752,539.3573493806448,959.7278106508876,937.0,924.0,1107.0,37.13381202891061,559.3991400914954,13.022458953782916,,logs/compiled/2col/compiled_bf16_M1024_N512_K512_2compute_2device.log
compiled_bf16_M1024_N512_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,512,1024,64,64,64,2,2,20,200,2,4,200,154,46,1248.0,1252.0,4.0,1242.0,1258.0,1273.83,1249.0,1237.0,1725.0,73.37302706035781,842.9239568859267,1249.5844155844156,1249.0,1242.0,1256.0,2.3123083948738063,859.2791416159138,14.770398947410285,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M1024_N512_K1024_2compute_2device.log
compiled_bf16_M1024_N512_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,512,2048,64,64,64,2,2,20,200,2,4,200,179,21,1906.0,1912.0,6.0,1897.0,1921.0,1911.06,1909.0,1893.0,1978.0,9.543395622104326,1123.7133569851287,1908.68156424581,1908.0,1897.0,1919.0,3.8728745564078575,1125.1136324819847,18.259163142181933,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M1024_N512_K2048_2compute_2device.log
compiled_bf16_M1024_N1024_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,1024,1024,256,64,64,64,2,2,20,200,2,4,200,151,49,1541.0,1554.75,13.75,1520.375,1575.375,1564.465,1542.0,1518.0,1985.0,64.40558030947318,343.165818346847,1541.2384105960266,1542.0,1523.0,1574.0,5.311126156471333,348.33735540783834,15.58042788784951,,logs/compiled/2col/compiled_bf16_M1024_N1024_K256_2compute_2device.log
compiled_bf16_M1024_N1024_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,1024,1024,512,64,64,64,2,2,20,200,2,4,200,194,6,1842.0,1919.0,77.0,1726.5,2034.5,1888.26,1858.5,1822.0,2082.0,61.584514287278424,568.640877845212,1882.7268041237114,1858.0,1822.0,2030.0,53.674492426189325,570.3120716442755,17.10094028711319,,logs/compiled/2col/compiled_bf16_M1024_N1024_K512_2compute_2device.log
compiled_bf16_M1024_N1024_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,1024,1024,64,64,64,2,2,20,200,2,4,200,168,32,2454.0,2465.0,11.0,2437.5,2481.5,2466.5,2458.0,2443.0,2643.0,25.27805372254755,870.660307318062,2458.2083333333335,2457.0,2443.0,2480.0,6.647461175468803,873.5970905639269,20.42302398197353,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M1024_N1024_K1024_2compute_2device.log
compiled_bf16_M1024_N1024_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,1024,2048,64,64,64,2,2,20,200,2,4,200,180,20,3861.0,3873.0,12.0,3843.0,3891.0,3866.985,3867.0,3830.0,3908.0,13.34971067102205,1110.6759648666855,3866.8333333333335,3867.0,3843.0,3891.0,8.846531021316272,1110.719528296194,27.903570615686476,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M1024_N1024_K2048_2compute_2device.log
compiled_bf16_M1024_N2048_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,1024,2048,256,64,64,64,2,2,20,200,2,4,200,167,33,3015.0,3021.0,6.0,3006.0,3030.0,3024.8,3018.0,2990.0,3252.0,33.460125522777105,354.97944459137796,3017.5988023952095,3018.0,3006.0,3030.0,4.177298041201298,355.8265675171003,25.109373598359525,,logs/compiled/2col/compiled_bf16_M1024_N2048_K256_2compute_2device.log
compiled_bf16_M1024_N2048_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,1024,2048,512,64,64,64,2,2,20,200,2,4,200,188,12,3646.0,3661.0,15.0,3623.5,3683.5,3661.425,3654.0,3635.0,4372.0,57.005652132047395,586.515809555023,3654.196808510638,3652.0,3635.0,3682.0,10.05350528610792,587.6759683546607,28.045496148057282,,logs/compiled/2col/compiled_bf16_M1024_N2048_K512_2compute_2device.log
compiled_bf16_M1024_N2048_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,2048,1024,64,64,64,2,2,20,200,2,4,200,174,26,4903.0,4916.0,13.0,4883.5,4935.5,4908.035,4907.0,4862.0,4947.0,16.45854717160661,875.088970636925,4909.701149425287,4907.0,4885.0,4933.0,11.741090965903727,874.7920016481561,35.0992428753525,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M1024_N2048_K1024_2compute_2device.log
compiled_bf16_M1024_N2048_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,2048,2048,64,64,64,2,2,20,200,2,4,200,200,0,8236.5,8569.5,333.0,7737.0,9069.0,8473.0,8522.0,8081.0,9040.0,225.62537534594819,1013.8008488138794,8473.0,8522.0,8081.0,9040.0,225.62537534594819,1013.8008488138794,53.279328781180084,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M1024_N2048_K2048_2compute_2device.log
compiled_bf16_M2048_N512_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,2048,512,256,64,64,64,2,2,20,200,2,4,200,200,0,1514.0,1906.25,392.25,925.625,2494.625,1657.605,1529.0,1504.0,2169.0,190.6786274730338,323.8835017992827,1657.605,1529.0,1504.0,2169.0,190.6786274730338,323.8835017992827,15.589931244961917,,logs/compiled/2col/compiled_bf16_M2048_N512_K256_2compute_2device.log
compiled_bf16_M2048_N512_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,2048,512,512,64,64,64,2,2,20,200,2,4,200,173,27,1859.75,1911.0,51.25,1782.875,1987.875,1894.305,1863.0,1833.0,2192.0,65.83951681930844,566.8262629302039,1871.0693641618498,1861.0,1833.0,1979.0,25.495683373739478,573.86532245478,17.182846507057548,,logs/compiled/2col/compiled_bf16_M2048_N512_K512_2compute_2device.log
compiled_bf16_M2048_N512_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,512,1024,64,64,64,2,2,20,200,2,4,200,196,4,2459.0,2488.25,29.25,2415.125,2532.125,2474.715,2470.0,2443.0,2642.0,21.54794131697968,867.7700858482694,2472.8826530612246,2469.0,2443.0,2514.0,16.264130594091842,868.4130827403364,20.35527818929404,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M2048_N512_K1024_2compute_2device.log
compiled_bf16_M2048_N512_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,512,2048,64,64,64,2,2,20,200,2,4,200,146,54,3935.0,3954.0,19.0,3906.5,3982.5,3970.98,3944.0,3754.0,4394.0,107.17592826749858,1081.588750384036,3943.0205479452056,3943.0,3909.0,3970.0,8.120217604616972,1089.258157236386,27.90549039375037,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M2048_N512_K2048_2compute_2device.log
compiled_bf16_M2048_N1024_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,2048,1024,256,64,64,64,2,2,20,200,2,4,200,166,34,2999.0,3006.0,7.0,2988.5,3016.5,3011.14,3001.0,2986.0,3539.0,53.05459829270221,356.58980452586064,3000.590361445783,3000.0,2991.0,3016.0,4.4964139515366925,357.84352232693163,24.990690490230918,,logs/compiled/2col/compiled_bf16_M2048_N1024_K256_2compute_2device.log
compiled_bf16_M2048_N1024_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,2048,1024,512,64,64,64,2,2,20,200,2,4,200,200,0,3664.0,3939.0,275.0,3251.5,4351.5,3792.59,3696.5,3618.0,4279.0,167.58813173969094,566.2314270722646,3792.59,3696.5,3618.0,4279.0,167.58813173969094,566.2314270722646,28.206730936653912,,logs/compiled/2col/compiled_bf16_M2048_N1024_K512_2compute_2device.log
compiled_bf16_M2048_N1024_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,1024,1024,64,64,64,2,2,20,200,2,4,200,200,0,5009.25,5301.5,292.25,4570.875,5739.875,5183.85,5207.0,4887.0,5733.0,177.86941136687892,828.5284674517974,5183.85,5207.0,4887.0,5733.0,177.86941136687892,828.5284674517974,35.011015388183296,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M2048_N1024_K1024_2compute_2device.log
compiled_bf16_M2048_N1024_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,1024,2048,64,64,64,2,2,20,200,2,4,200,158,42,7673.75,7699.0,25.25,7635.875,7736.875,7706.62,7685.0,7634.0,8488.0,79.2895680401905,1114.6176393801693,7678.481012658228,7681.0,7638.0,7735.0,16.17926533630698,1118.702328994395,52.68809263035655,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M2048_N1024_K2048_2compute_2device.log
compiled_bf16_M2048_N2048_K256_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,2048,2048,256,64,64,64,2,2,20,200,2,4,200,200,0,5996.5,6405.25,408.75,5383.375,7018.375,6208.53,6124.0,5946.0,6969.0,236.0827378272287,345.8924492593255,6208.53,6124.0,5946.0,6969.0,236.0827378272287,345.8924492593255,57.55166894104332,,logs/compiled/2col/compiled_bf16_M2048_N2048_K256_2compute_2device.log
compiled_bf16_M2048_N2048_K512_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,success,passed,False,bf16,2048,2048,512,64,64,64,2,2,20,200,2,4,200,183,17,7249.75,7302.25,52.5,7171.0,7381.0,7296.98,7268.0,7188.0,7962.0,102.06639799659827,588.5951854054691,7271.765027322404,7265.0,7188.0,7380.0,40.72330304373165,590.6361495266143,64.1229999633506,,logs/compiled/2col/compiled_bf16_M2048_N2048_K512_2compute_2device.log
compiled_bf16_M2048_N2048_K1024_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,2048,1024,64,64,64,2,2,20,200,2,4,200,170,30,9756.5,9908.25,151.75,9528.875,10135.875,9885.71,9854.0,9699.0,10470.0,167.5741206153265,868.9243961232931,9827.79411764706,9817.0,9699.0,10132.0,97.5545034422733,874.0450287390205,81.85305515583605,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M2048_N2048_K1024_2compute_2device.log
compiled_bf16_M2048_N2048_K2048_2compute_2device,xdna2,npu2,npu2_2col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,2048,2048,64,64,64,2,2,20,200,2,4,200,198,2,16578.0,16891.25,313.25,16108.125,17361.125,16712.57,16685.5,16051.0,17270.0,261.2764725343635,1027.960941016253,16719.166666666668,16689.5,16111.0,17270.0,254.1704420981394,1027.555351682201,131.3229516390711,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/2col/compiled_bf16_M2048_N2048_K2048_2compute_2device.log
compiled-full-io_bf16_M256_N512_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,256,512,256,64,64,64,2,8,20,200,2,4,200,126,74,280.0,297.0,17.0,254.5,322.5,292.53,282.0,223.0,462.0,45.01265488726476,229.4084845998701,287.1031746031746,282.0,260.0,315.0,8.83520138834924,233.74476472702145,10.811815125867724,,logs/compiled-full-io/2col/compiled-full-io_bf16_M256_N512_K256_2compute_8device.log
compiled-full-io_bf16_M256_N512_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,256,512,512,64,64,64,2,8,20,200,2,4,200,141,59,324.0,332.0,8.0,312.0,344.0,324.405,331.0,259.0,511.0,39.77952959752038,413.73507806599775,331.0921985815603,331.0,317.0,344.0,3.1418039476822464,405.37870893668065,11.042428892105818,,logs/compiled-full-io/2col/compiled-full-io_bf16_M256_N512_K512_2compute_8device.log
compiled-full-io_bf16_M256_N512_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,256,512,1024,64,64,64,2,8,20,200,2,4,200,198,2,355.0,450.0,95.0,212.5,592.5,423.575,442.0,342.0,610.0,63.00543131349868,633.7377229534321,421.74747474747477,441.5,342.0,576.0,60.62583431634069,636.4838489210356,11.6007522335276,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M256_N512_K1024_2compute_8device.log
compiled-full-io_bf16_M256_N512_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,256,512,2048,64,64,64,2,8,20,200,2,4,200,200,0,512.0,647.0,135.0,309.5,849.5,558.735,513.0,501.0,760.0,66.79397259483822,960.8685906556775,558.735,513.0,501.0,760.0,66.79397259483822,960.8685906556775,12.914424429647624,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M256_N512_K2048_2compute_8device.log
compiled-full-io_bf16_M256_N1024_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,256,1024,256,64,64,64,2,8,20,200,2,4,200,200,0,425.0,529.0,104.0,269.0,685.0,484.695,496.0,410.0,608.0,48.12693606495223,276.91172386758683,484.695,496.0,410.0,608.0,48.12693606495223,276.91172386758683,11.30368637572974,,logs/compiled-full-io/2col/compiled-full-io_bf16_M256_N1024_K256_2compute_8device.log
compiled-full-io_bf16_M256_N1024_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,256,1024,512,64,64,64,2,8,20,200,2,4,200,200,0,497.0,625.0,128.0,305.0,817.0,552.24,501.0,495.0,784.0,70.99910140276425,486.0847747356222,552.24,501.0,495.0,784.0,70.99910140276425,486.0847747356222,11.998507444746792,,logs/compiled-full-io/2col/compiled-full-io_bf16_M256_N1024_K512_2compute_8device.log
compiled-full-io_bf16_M256_N1024_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,256,1024,1024,64,64,64,2,8,20,200,2,4,200,153,47,654.0,710.0,56.0,570.0,794.0,700.565,655.0,640.0,863.0,79.74312368474162,766.3398999379073,656.9542483660131,655.0,640.0,773.0,14.42553104754462,817.2120255486798,12.938007083721459,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M256_N1024_K1024_2compute_8device.log
compiled-full-io_bf16_M256_N1024_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,256,1024,2048,64,64,64,2,8,20,200,2,4,200,157,43,964.0,967.0,3.0,959.5,971.5,994.97,965.0,956.0,1232.0,81.76318915013039,1079.1700493482215,965.2547770700637,965.0,960.0,971.0,1.769898549033001,1112.3921367778546,15.143332540988922,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M256_N1024_K2048_2compute_8device.log
