case_id,device,target,backend_target,npu2,flow,status,validation,timed_validation_failure,dtype,M,N,K,m,n,k,npu_columns,warmup,iterations,raw_count,filtered_count,outlier_count,q1_us,q3_us,iqr_us,lower_bound_us,upper_bound_us,raw_mean_us,raw_median_us,raw_min_us,raw_max_us,raw_std_us,raw_gflops,filtered_mean_us,filtered_median_us,filtered_min_us,filtered_max_us,filtered_std_us,filtered_gflops,elapsed_seconds,error,log_path
mlir-aie_int16_M512_N256_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,256,256,64,64,64,4,20,200,200,178,22,196.0,203.25,7.25,185.125,214.125,202.145,199.0,189.0,278.0,12.21818214793019,331.983793811373,198.77528089887642,198.0,189.0,214.0,5.09075568657755,337.61171759651796,4.068506116978824,,logs/mlir-aie/int16/mlir-aie_int16_M512_N256_K256_m64_n64_k64_4col.log
mlir-aie_int16_M512_N256_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,256,512,64,64,64,4,20,200,200,190,10,240.75,250.25,9.5,226.5,264.5,248.665,244.0,233.0,394.0,20.920391368232096,539.7531940562604,244.6421052631579,244.0,233.0,264.0,6.05225628127088,548.6288954864249,4.162065133918077,,logs/mlir-aie/int16/mlir-aie_int16_M512_N256_K512_m64_n64_k64_4col.log
mlir-aie_int16_M512_N256_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,256,1024,64,64,64,4,20,200,200,175,25,332.0,344.0,12.0,314.0,362.0,344.0,338.0,317.0,469.0,22.162806681465234,780.3356279069767,336.4342857142857,337.0,317.0,354.0,7.1165779439737085,797.8837692778043,4.334764213766903,,logs/mlir-aie/int16/mlir-aie_int16_M512_N256_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M512_N256_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,256,2048,64,64,64,4,20,200,200,188,12,504.0,513.25,9.25,490.125,527.125,512.275,508.0,494.0,608.0,18.5972948301628,1048.0131023376116,508.11170212765956,508.0,494.0,526.0,6.800600042095452,1056.6001722690396,4.457369292154908,,logs/mlir-aie/int16/mlir-aie_int16_M512_N256_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M512_N512_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,512,256,64,64,64,4,20,200,200,196,4,242.0,253.0,11.0,225.5,269.5,248.555,246.0,235.0,334.0,10.063149357929653,539.9920661423025,247.6734693877551,246.0,235.0,269.0,7.211492401523151,541.9140303230059,3.5620625419542193,,logs/mlir-aie/int16/mlir-aie_int16_M512_N512_K256_m64_n64_k64_4col.log
mlir-aie_int16_M512_N512_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,512,512,64,64,64,4,20,200,200,184,16,332.75,343.0,10.25,317.375,358.375,341.35,336.5,320.0,445.0,17.73605085694107,786.3936018749084,336.7717391304348,336.0,320.0,354.0,6.869281433323863,797.0842704709033,3.7169973817653954,,logs/mlir-aie/int16/mlir-aie_int16_M512_N512_K512_m64_n64_k64_4col.log
mlir-aie_int16_M512_N512_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,512,1024,64,64,64,4,20,200,200,190,10,504.0,512.25,8.25,491.625,524.625,510.82,510.0,496.0,610.0,13.029873368532789,1050.9982224658393,508.55263157894734,509.0,496.0,523.0,6.009191943317699,1055.684070168176,3.9172176769934595,,logs/mlir-aie/int16/mlir-aie_int16_M512_N512_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M512_N512_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,512,2048,64,64,64,4,20,200,200,172,28,842.0,858.25,16.25,817.625,882.625,861.375,849.0,832.0,1526.0,55.58924693679525,1246.5439837469162,847.8197674418604,847.0,832.0,876.0,8.3259934775243,1266.4741555151725,4.267201200127602,,logs/mlir-aie/int16/mlir-aie_int16_M512_N512_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M512_N1024_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,1024,256,64,64,64,4,20,200,200,192,8,339.0,350.0,11.0,322.5,366.5,344.24,343.0,324.0,390.0,10.901944780634325,779.791587264699,342.90625,343.0,324.0,366.0,8.765555369598665,782.8246233482183,3.6513355751521885,,logs/mlir-aie/int16/mlir-aie_int16_M512_N1024_K256_m64_n64_k64_4col.log
mlir-aie_int16_M512_N1024_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,1024,512,64,64,64,4,20,200,200,188,12,510.0,521.0,11.0,493.5,537.5,517.865,517.0,496.0,608.0,15.018214774066857,1036.7005146128818,514.813829787234,516.0,496.0,534.0,7.2502692695972275,1042.844774045565,3.8308547432534397,,logs/mlir-aie/int16/mlir-aie_int16_M512_N1024_K512_m64_n64_k64_4col.log
mlir-aie_int16_M512_N1024_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,1024,1024,64,64,64,4,20,200,200,177,23,850.0,856.0,6.0,841.0,865.0,861.06,852.0,832.0,1453.0,47.64059613396961,1247.000004645437,852.542372881356,852.0,841.0,865.0,4.5085807727180995,1259.4586007157059,4.341067770961672,,logs/mlir-aie/int16/mlir-aie_int16_M512_N1024_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M512_N1024_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,1024,2048,64,64,64,4,20,200,200,187,13,1529.0,1541.0,12.0,1511.0,1559.0,1542.485,1535.0,1511.0,2086.0,51.612883808212075,1392.2233590602177,1534.7540106951872,1535.0,1511.0,1559.0,8.099212509411819,1399.2363812278093,5.305828298907727,,logs/mlir-aie/int16/mlir-aie_int16_M512_N1024_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M512_N2048_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,2048,256,64,64,64,4,20,200,200,192,8,513.0,525.0,12.0,495.0,543.0,520.785,518.0,499.0,602.0,14.48339652843904,1030.8878174294575,518.5260416666666,518.0,499.0,543.0,8.704605399725512,1035.3788794760792,4.551034762058407,,logs/mlir-aie/int16/mlir-aie_int16_M512_N2048_K256_m64_n64_k64_4col.log
mlir-aie_int16_M512_N2048_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,2048,512,64,64,64,4,20,200,200,194,6,858.0,866.0,8.0,846.0,878.0,861.74,862.0,845.0,883.0,6.87258321157336,1246.0159955438996,861.4948453608248,862.0,846.0,878.0,6.104964536047364,1246.3705729432177,5.619000541977584,,logs/mlir-aie/int16/mlir-aie_int16_M512_N2048_K512_m64_n64_k64_4col.log
mlir-aie_int16_M512_N2048_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,2048,1024,64,64,64,4,20,200,200,175,25,1534.0,1540.0,6.0,1525.0,1549.0,1537.035,1537.0,1515.0,1599.0,9.308263801590499,1397.1598877058752,1536.6971428571428,1537.0,1525.0,1549.0,5.19062262790372,1397.467066286879,7.745783647056669,,logs/mlir-aie/int16/mlir-aie_int16_M512_N2048_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M512_N2048_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,512,2048,2048,64,64,64,4,20,200,200,200,0,2899.0,2984.25,85.25,2771.125,3112.125,2939.94,2912.0,2884.0,3108.0,50.434377164787115,1460.9030442798153,2939.94,2912.0,2884.0,3108.0,50.434377164787115,1460.9030442798153,4.550225574988872,,logs/mlir-aie/int16/mlir-aie_int16_M512_N2048_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N256_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,256,256,64,64,64,4,20,200,200,178,22,239.0,247.0,8.0,227.0,259.0,248.115,242.0,234.0,377.0,20.99742305617525,540.9496725308828,242.70224719101122,241.0,234.0,259.0,5.191403385158576,553.0139483808246,4.0126208695583045,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N256_K256_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N256_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,256,512,64,64,64,4,20,200,200,185,15,329.75,344.0,14.25,308.375,365.375,339.185,336.0,320.0,409.0,16.35820207113239,791.4131108392176,335.1675675675676,335.0,320.0,360.0,8.215938828887982,800.8992574912105,4.059576280880719,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N256_K512_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N256_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,256,1024,64,64,64,4,20,200,200,189,11,503.0,512.25,9.25,489.125,526.125,510.145,510.0,491.0,624.0,13.276444365868446,1052.3888541493104,507.968253968254,509.0,491.0,525.0,7.25711091662068,1056.89855184051,4.279335063882172,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N256_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N256_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,256,2048,64,64,64,4,20,200,200,184,16,854.0,868.0,14.0,833.0,889.0,864.87,860.0,840.0,967.0,19.79098532160539,1241.506612554488,859.7989130434783,860.0,840.0,887.0,8.265814809847813,1248.8290084005992,4.587763932067901,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N256_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N512_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,512,256,64,64,64,4,20,200,200,183,17,336.0,348.25,12.25,317.625,366.625,345.5,343.0,321.0,482.0,18.785898967044403,776.9477742402315,341.0109289617486,341.0,321.0,365.0,8.584513360047461,787.1755219613814,4.082539556082338,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N512_K256_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N512_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,512,512,64,64,64,4,20,200,200,173,27,511.0,521.0,10.0,496.0,536.0,524.15,516.0,496.0,754.0,29.474353258383804,1024.269602213107,514.7976878612717,515.0,496.0,532.0,6.20083859476216,1042.877473343813,4.270293410401791,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N512_K512_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N512_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,512,1024,64,64,64,4,20,200,200,155,45,849.75,853.25,3.5,844.5,858.5,856.59,851.5,831.0,984.0,19.961760944365604,1253.507306879604,850.9483870967742,851.0,845.0,858.0,2.360408790147948,1261.8178026793632,4.628817799966782,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N512_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N512_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,512,2048,64,64,64,4,20,200,200,186,14,1531.0,1540.25,9.25,1517.125,1554.125,1538.505,1536.0,1514.0,1652.0,16.93369348370284,1395.8249391454692,1535.2956989247311,1536.0,1519.0,1553.0,7.188228339587012,1398.7426979076567,5.5655636517331,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N512_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N1024_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,1024,256,64,64,64,4,20,200,200,187,13,513.0,524.0,11.0,496.5,540.5,521.495,518.0,495.0,637.0,17.951879428071035,1029.4842941926577,517.9251336898395,518.0,500.0,538.0,8.022345754156905,1036.5801485152606,4.2854042812250555,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N1024_K256_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N1024_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,1024,512,64,64,64,4,20,200,200,162,38,858.0,874.0,16.0,834.0,898.0,877.18,861.0,842.0,1352.0,47.123535521011156,1224.0837958001778,861.0679012345679,860.0,842.0,897.0,8.405705398686338,1246.9885620640464,4.65881448565051,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N1024_K512_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N1024_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,1024,1024,64,64,64,4,20,200,200,178,22,1533.0,1547.0,14.0,1512.0,1568.0,1549.965,1539.0,1518.0,1834.0,40.681614704925366,1385.5046068782199,1538.6966292134832,1537.0,1518.0,1567.0,8.226982865228573,1395.6511031662576,5.56935871206224,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N1024_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N1024_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,1024,2048,64,64,64,4,20,200,200,195,5,2953.75,2986.75,33.0,2904.25,3036.25,2971.725,2957.0,2907.0,3088.0,33.177543233337815,1445.277505825741,2969.097435897436,2957.0,2907.0,3036.0,29.131280986028,1446.5565340067083,7.725916868075728,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N1024_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N2048_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,2048,256,64,64,64,4,20,200,200,181,19,868.0,877.0,9.0,854.5,890.5,875.24,872.5,849.0,964.0,16.752384904842653,1226.7970202458755,871.756906077348,872.0,857.0,888.0,6.565144807180176,1231.6986725479758,5.989431885071099,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N2048_K256_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N2048_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,2048,512,64,64,64,4,20,200,200,168,32,1542.0,1562.25,20.25,1511.625,1592.625,1559.625,1548.0,1528.0,1665.0,29.20144474165619,1376.9230731746413,1548.5238095238096,1545.5,1528.0,1592.0,12.874371173248656,1386.7940775546601,8.164994729217142,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N2048_K512_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N2048_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,2048,1024,64,64,64,4,20,200,200,188,12,2904.0,2957.25,53.25,2824.125,3037.125,2942.355,2927.5,2884.0,3609.0,65.87472182104453,1459.7039772563135,2931.1063829787236,2922.5,2884.0,3037.0,33.078715945745,1465.3058384169801,4.769664065912366,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N2048_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M1024_N2048_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,1024,2048,2048,64,64,64,4,20,200,200,191,9,5737.75,5856.75,119.0,5559.25,6035.25,5805.925,5797.0,5607.0,6295.0,107.48790338917212,1479.5118076792241,5791.476439790576,5793.0,5607.0,6035.0,84.25204159531897,1483.2028898507647,5.790324013214558,,logs/mlir-aie/int16/mlir-aie_int16_M1024_N2048_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N256_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,256,256,64,64,64,4,20,200,200,183,17,340.0,349.0,9.0,326.5,362.5,347.465,344.0,325.0,511.0,18.936704438734846,772.553943562661,343.24043715846994,343.0,329.0,359.0,6.260039266024708,782.0624464362473,5.01138094579801,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N256_K256_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N256_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,256,512,64,64,64,4,20,200,200,195,5,507.0,520.0,13.0,487.5,539.5,514.07,513.0,493.0,593.0,11.962236412978971,1044.3537105841615,512.8307692307692,512.0,493.0,538.0,8.7739168765724,1046.8773408531831,5.140264448244125,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N256_K512_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N256_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,256,1024,64,64,64,4,20,200,200,173,27,856.0,867.0,11.0,839.5,883.5,870.83,860.0,836.0,1529.0,52.647517510325216,1233.0096850131483,860.0462427745665,860.0,840.0,883.0,7.305722698621471,1248.4698735919562,5.487376365810633,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N256_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N256_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,256,2048,64,64,64,4,20,200,200,190,10,1531.0,1541.0,10.0,1516.0,1556.0,1538.335,1537.0,1511.0,1629.0,13.665751900279764,1395.9791904884178,1536.3526315789475,1537.0,1519.0,1555.0,7.127180620772005,1397.7804339053191,6.2360474481247365,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N256_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N512_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,512,256,64,64,64,4,20,200,200,189,11,513.75,522.0,8.25,501.375,534.375,519.34,517.0,495.0,635.0,13.726048229552452,1033.7561366349596,517.5026455026455,517.0,503.0,534.0,6.416434206157706,1037.42641060036,5.178939851000905,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N512_K256_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N512_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,512,512,64,64,64,4,20,200,200,189,11,854.0,865.0,11.0,837.5,881.5,862.32,859.0,844.0,972.0,16.937756640122092,1245.1779200296874,858.8624338624338,859.0,844.0,880.0,6.826040739077943,1250.190696048052,5.563071105163544,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N512_K512_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N512_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,512,1024,64,64,64,4,20,200,200,169,31,1533.0,1541.0,8.0,1521.0,1553.0,1544.065,1535.0,1516.0,1673.0,24.64205297859738,1390.7987345092338,1535.3372781065088,1534.0,1529.0,1552.0,4.844184671921016,1398.7048179071346,6.262250707950443,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N512_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N512_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,512,2048,64,64,64,4,20,200,200,184,16,2966.0,3000.0,34.0,2915.0,3051.0,2993.405,2997.0,2900.0,3778.0,84.67373249715641,1434.8099558863569,2981.625,2997.0,2917.0,3047.0,29.009286837598868,1440.4786973546304,5.98174663586542,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N512_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N1024_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,1024,256,64,64,64,4,20,200,200,171,29,872.75,878.0,5.25,864.875,885.875,875.61,876.5,850.0,918.0,8.346729898589027,1226.2786217608295,875.1461988304094,877.0,865.0,885.0,4.467782676265466,1226.9285125559638,5.584138021804392,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N1024_K256_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N1024_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,1024,512,64,64,64,4,20,200,200,189,11,1552.0,1592.0,40.0,1492.0,1652.0,1583.215,1588.5,1538.0,1777.0,38.5861215335255,1356.406835458229,1576.4550264550264,1585.0,1538.0,1652.0,25.8652253448942,1362.2232236012755,6.375010241754353,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N1024_K512_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N1024_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,1024,1024,64,64,64,4,20,200,200,177,23,2965.75,3013.0,47.25,2894.875,3083.875,3005.525,3002.0,2880.0,3686.0,78.95599644738834,1429.0239795044126,2990.1581920903955,3001.0,2895.0,3082.0,38.15531526022514,1436.3679177112108,5.762687594629824,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N1024_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N1024_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,1024,2048,64,64,64,4,20,200,200,190,10,5716.0,5860.25,144.25,5499.625,6076.625,5806.295,5782.5,5628.0,6386.0,131.47900203074255,1479.417527356085,5785.768421052631,5776.5,5628.0,6070.0,96.24518608676148,1484.6661613250665,6.7567851790227,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N1024_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N2048_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,2048,256,64,64,64,4,20,200,200,170,30,1560.0,1577.0,17.0,1534.5,1602.5,1575.845,1564.0,1541.0,1824.0,36.04026879755477,1362.7505547817202,1564.5764705882352,1563.0,1541.0,1601.0,11.189150701711258,1372.5654759416193,9.092771219089627,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N2048_K256_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N2048_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,2048,512,64,64,64,4,20,200,200,197,3,2954.0,3018.0,64.0,2858.0,3114.0,2994.71,3013.0,2903.0,3573.0,64.11135546843477,1434.184711040468,2989.984771573604,3011.0,2903.0,3100.0,46.22165501645859,1436.4512277230076,7.027057232800871,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N2048_K512_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N2048_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,2048,1024,64,64,64,4,20,200,200,166,34,5801.0,5927.25,126.25,5611.625,6116.625,5899.595,5844.0,5603.0,6614.0,184.8805586723493,1456.0210644968001,5834.831325301205,5831.0,5615.0,6109.0,84.64387754986956,1472.182161419477,9.382821921724826,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N2048_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M2048_N2048_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,2048,2048,2048,64,64,64,4,20,200,200,199,1,11263.0,11531.0,268.0,10861.0,11933.0,11416.845,11462.5,11050.0,11955.0,159.01144919470423,1504.782554549878,11414.140703517587,11462.0,11050.0,11807.0,154.75482409089727,1505.1390753143196,14.293695975560695,,logs/mlir-aie/int16/mlir-aie_int16_M2048_N2048_K2048_m64_n64_k64_4col.log
mlir-aie_int8_M256_N256_K256_m64_n128_k64_2col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,256,256,64,128,64,2,20,200,200,191,9,161.0,171.0,10.0,146.0,186.0,166.875,166.5,142.0,289.0,14.333854157204195,201.07524794007492,165.15183246073298,166.0,146.0,186.0,8.369289679004599,203.17323459294954,10.027802638243884,,logs/mlir-aie/int8/mlir-aie_int8_M256_N256_K256_m64_n128_k64_2col.log
mlir-aie_int8_M256_N256_K512_m64_n128_k64_2col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,256,512,64,128,64,2,20,200,200,161,39,177.0,186.0,9.0,163.5,199.5,183.205,181.5,156.0,308.0,21.289034149063692,366.30476242460634,182.48447204968943,182.0,164.0,199.0,5.493198041329702,367.7510927161334,2.790941049810499,,logs/mlir-aie/int8/mlir-aie_int8_M256_N256_K512_m64_n128_k64_2col.log
mlir-aie_int8_M256_N256_K1024_m64_n128_k64_2col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,256,1024,64,128,64,2,20,200,200,169,31,201.75,208.0,6.25,192.375,217.375,202.67,205.0,179.0,234.0,8.76932722619016,662.2476340849657,205.50887573964496,206.0,193.0,217.0,4.074917276098322,653.099422187671,2.8270096508786082,,logs/mlir-aie/int8/mlir-aie_int8_M256_N256_K1024_m64_n128_k64_2col.log
mlir-aie_int8_M256_N256_K2048_m64_n128_k64_2col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,256,2048,64,128,64,2,20,200,200,174,26,250.75,257.0,6.25,241.375,266.375,254.355,254.0,226.0,375.0,14.240750506907984,1055.3574964124944,254.05172413793105,255.0,242.0,264.0,4.655076627367023,1056.6173361384458,2.8665807070210576,,logs/mlir-aie/int8/mlir-aie_int8_M256_N256_K2048_m64_n128_k64_2col.log
mlir-aie_int8_M256_N512_K256_m64_n128_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,512,256,64,128,64,4,20,200,200,183,17,161.0,167.0,6.0,152.0,176.0,164.98,163.0,151.0,251.0,9.52363376028289,406.76969329615713,163.0601092896175,162.0,153.0,175.0,4.4281382917909395,411.55905201072386,3.451384423766285,,logs/mlir-aie/int8/mlir-aie_int8_M256_N512_K256_m64_n128_k64_4col.log
mlir-aie_int8_M256_N512_K512_m64_n128_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,512,512,64,128,64,4,20,200,200,188,12,172.0,178.0,6.0,163.0,187.0,177.3,176.0,166.0,277.0,11.419281938896159,757.0091821771009,175.30851063829786,176.0,166.0,187.0,4.21503538700645,765.6087403361855,3.4624992683529854,,logs/mlir-aie/int8/mlir-aie_int8_M256_N512_K512_m64_n128_k64_4col.log
mlir-aie_int8_M256_N512_K1024_m64_n128_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,512,1024,64,128,64,4,20,200,200,186,14,197.0,205.25,8.25,184.625,217.625,202.645,199.0,192.0,295.0,10.76796057756528,1324.6586691011375,200.48924731182797,199.0,192.0,217.0,5.441022246726666,1338.9020089565847,3.5560903432779014,,logs/mlir-aie/int8/mlir-aie_int8_M256_N512_K1024_m64_n128_k64_4col.log
mlir-aie_int8_M256_N512_K2048_m64_n128_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,512,2048,64,128,64,4,20,200,200,180,20,244.0,252.0,8.0,232.0,264.0,256.035,247.0,239.0,938.0,53.923684731294095,2096.865319194641,247.47222222222223,246.0,239.0,264.0,4.703935179489563,2169.418883376361,3.6760621471330523,,logs/mlir-aie/int8/mlir-aie_int8_M256_N512_K2048_m64_n128_k64_4col.log
mlir-aie_int8_M256_N1024_K256_m64_n128_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int8,256,1024,256,64,128,64,4,20,200,200,183,17,175.0,182.0,7.0,164.5,192.5,179.12,178.0,164.0,208.0,7.467636841732463,749.3173738276016,177.81967213114754,178.0,166.0,192.0,5.408478054423408,754.7968477920161,3.8591474038548768,,logs/mlir-aie/int8/mlir-aie_int8_M256_N1024_K256_m64_n128_k64_4col.log
