case_id,device,target,backend_target,npu2,flow,status,validation,timed_validation_failure,dtype,M,N,K,m,n,k,npu_columns,warmup,iterations,raw_count,filtered_count,outlier_count,q1_us,q3_us,iqr_us,lower_bound_us,upper_bound_us,raw_mean_us,raw_median_us,raw_min_us,raw_max_us,raw_std_us,raw_gflops,filtered_mean_us,filtered_median_us,filtered_min_us,filtered_max_us,filtered_std_us,filtered_gflops,elapsed_seconds,error,log_path
allo_bf16_M512_N1024_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,512,1024,256,64,64,64,4,20,200,200,187,13,322.0,331.25,9.25,308.125,345.125,329.56,327.0,310.0,404.0,14.461203269437851,814.5268115062507,326.524064171123,326.0,310.0,344.0,6.771535940282269,822.10006996397,14.493333221413195,,logs/allo/bf16/allo_bf16_M512_N1024_K256_m64_n64_k64_4col.log
allo_bf16_M512_N1024_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,512,1024,512,64,64,64,4,20,200,200,188,12,424.0,436.0,12.0,406.0,454.0,432.525,430.0,412.0,517.0,15.294423003173412,1241.2482792902144,429.3936170212766,429.5,412.0,452.0,8.004942735195101,1250.3001691648292,16.146561943925917,,logs/allo/bf16/allo_bf16_M512_N1024_K512_m64_n64_k64_4col.log
allo_bf16_M512_N1024_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,512,1024,1024,64,64,64,4,20,200,200,177,23,691.0,697.0,6.0,682.0,706.0,695.78,694.0,672.0,801.0,15.360716129139291,1543.220305268907,693.7005649717514,694.0,682.0,705.0,4.700721151251568,1547.8462584843426,19.337614167947322,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M512_N1024_K1024_m64_n64_k64_4col.log
allo_bf16_M512_N1024_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,512,1024,2048,64,64,64,4,20,200,200,165,35,1212.75,1218.0,5.25,1204.875,1225.875,1216.49,1215.5,1199.0,1291.0,11.322539467804914,1765.3113860368767,1215.0848484848484,1215.0,1206.0,1225.0,3.9945509257306107,1767.3528319259412,25.92766394186765,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M512_N1024_K2048_m64_n64_k64_4col.log
allo_bf16_M512_N2048_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,512,2048,256,64,64,64,4,20,200,200,185,15,538.0,548.25,10.25,522.625,563.625,546.015,543.0,519.0,695.0,19.18709918148129,983.2530461617355,542.4486486486486,542.0,526.0,562.0,7.355733987725076,989.7174844797863,18.200604584999382,,logs/allo/bf16/allo_bf16_M512_N2048_K256_m64_n64_k64_4col.log
allo_bf16_M512_N2048_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,512,2048,512,64,64,64,4,20,200,200,195,5,693.0,704.0,11.0,676.5,720.5,699.085,699.0,675.0,761.0,11.02940501568421,1535.9245642518435,698.2358974358974,699.0,679.0,718.0,8.37797745556115,1537.7923534768943,20.9631534088403,,logs/allo/bf16/allo_bf16_M512_N2048_K512_m64_n64_k64_4col.log
allo_bf16_M512_N2048_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,512,2048,1024,64,64,64,4,20,200,200,179,21,1237.0,1247.0,10.0,1222.0,1262.0,1251.865,1241.5,1221.0,1811.0,55.63350406904099,1715.4275005691509,1240.8603351955308,1241.0,1222.0,1260.0,7.90074898503398,1730.6409005825838,26.52311811922118,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M512_N2048_K1024_m64_n64_k64_4col.log
allo_bf16_M512_N2048_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,512,2048,2048,64,64,64,4,20,200,200,196,4,2514.75,2585.0,70.25,2409.375,2690.375,2555.685,2545.0,2462.0,3080.0,64.83213535739819,1680.5542529693605,2549.5969387755104,2543.5,2462.0,2671.0,44.26365569085659,1684.5671685120294,38.407360437791795,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M512_N2048_K2048_m64_n64_k64_4col.log
allo_bf16_M1024_N256_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,1024,256,256,64,64,64,4,20,200,200,186,14,239.0,251.0,12.0,221.0,269.0,251.295,244.0,230.0,446.0,28.304380844667843,534.1042519747707,244.7311827956989,243.0,230.0,269.0,8.23856625086013,548.4292049209139,12.938929977826774,,logs/allo/bf16/allo_bf16_M1024_N256_K256_m64_n64_k64_4col.log
allo_bf16_M1024_N256_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,1024,256,512,64,64,64,4,20,200,200,196,4,290.0,302.0,12.0,272.0,320.0,300.505,295.0,279.0,961.0,48.48195514828171,893.2811633749855,296.0612244897959,295.0,279.0,319.0,8.133850064266717,906.6890014475771,13.883073220960796,,logs/allo/bf16/allo_bf16_M1024_N256_K512_m64_n64_k64_4col.log
allo_bf16_M1024_N256_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,1024,256,1024,64,64,64,4,20,200,200,186,14,420.0,429.0,9.0,406.5,442.5,425.705,424.0,407.0,497.0,10.18371125867186,1261.133677076849,423.73655913978496,423.0,407.0,442.0,6.586109281837718,1266.9921922476685,15.946217299904674,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M1024_N256_K1024_m64_n64_k64_4col.log
allo_bf16_M1024_N256_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,1024,256,2048,64,64,64,4,20,200,200,193,7,700.0,711.0,11.0,683.5,727.5,707.505,706.0,682.0,897.0,19.690860189438144,1517.645562928884,705.139896373057,706.0,684.0,727.0,8.15434745229078,1522.7358847838227,20.097012151032686,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M1024_N256_K2048_m64_n64_k64_4col.log
allo_bf16_M1024_N512_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,1024,512,256,64,64,64,4,20,200,200,188,12,325.0,336.0,11.0,308.5,352.5,332.985,330.0,317.0,403.0,14.487400560487034,806.1487934891962,330.0,329.0,317.0,350.0,6.906672690925383,813.4407757575758,14.468052515760064,,logs/allo/bf16/allo_bf16_M1024_N512_K256_m64_n64_k64_4col.log
allo_bf16_M1024_N512_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,1024,512,512,64,64,64,4,20,200,200,188,12,424.0,434.0,10.0,409.0,449.0,431.275,428.5,413.0,591.0,17.4464717063365,1244.8458918323574,428.25,428.0,413.0,448.0,7.26154619839944,1253.6390239346176,16.084263442084193,,logs/allo/bf16/allo_bf16_M1024_N512_K512_m64_n64_k64_4col.log
allo_bf16_M1024_N512_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,1024,512,1024,64,64,64,4,20,200,200,186,14,704.0,712.0,8.0,692.0,724.0,711.785,709.0,677.0,877.0,20.187589628284005,1508.5198817058522,707.6935483870968,708.0,693.0,724.0,6.156355339392212,1517.241221779064,19.25788478087634,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M1024_N512_K1024_m64_n64_k64_4col.log
allo_bf16_M1024_N512_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,1024,512,2048,64,64,64,4,20,200,200,179,21,1211.0,1218.0,7.0,1200.5,1228.5,1217.965,1215.0,1200.0,1393.0,22.636116605990527,1763.1735296170252,1214.0782122905027,1215.0,1201.0,1228.0,5.80353630776987,1768.8182081354687,25.927514798939228,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M1024_N512_K2048_m64_n64_k64_4col.log
allo_bf16_M1024_N1024_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,1024,1024,256,64,64,64,4,20,200,200,177,23,529.0,540.0,11.0,512.5,556.5,540.255,535.0,510.0,642.0,21.31642500514568,993.7361283097796,533.4858757062146,534.0,517.0,554.0,6.722176255623598,1006.3451282366273,18.03460354404524,,logs/allo/bf16/allo_bf16_M1024_N1024_K256_m64_n64_k64_4col.log
allo_bf16_M1024_N1024_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,1024,1024,512,64,64,64,4,20,200,200,191,9,693.0,703.0,10.0,678.0,718.0,700.125,698.5,678.0,785.0,14.586959073089908,1533.6430266023924,697.4973821989529,698.0,678.0,717.0,7.254443913760931,1539.420579063518,20.73430277686566,,logs/allo/bf16/allo_bf16_M1024_N1024_K512_m64_n64_k64_4col.log
allo_bf16_M1024_N1024_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,1024,1024,1024,64,64,64,4,20,200,200,191,9,1204.0,1216.0,12.0,1186.0,1234.0,1212.665,1211.0,1190.0,1291.0,14.438932612904598,1770.8795487624363,1210.2984293193717,1210.0,1190.0,1233.0,8.556553328461483,1774.3422580558645,26.63973707333207,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M1024_N1024_K1024_m64_n64_k64_4col.log
allo_bf16_M1024_N1024_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,1024,1024,2048,64,64,64,4,20,200,200,188,12,2238.75,2264.5,25.75,2200.125,2303.125,2258.935,2245.0,2220.0,2719.0,47.59916779734704,1901.3239849752206,2250.3617021276596,2244.0,2220.0,2302.0,17.69201711064024,1908.5675391379164,38.5249832412228,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M1024_N1024_K2048_m64_n64_k64_4col.log
allo_bf16_M1024_N2048_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,1024,2048,256,64,64,64,4,20,200,200,178,22,945.0,958.0,13.0,925.5,977.5,956.97,952.0,922.0,1084.0,21.60321966744772,1122.0224500245567,950.6404494382023,951.0,931.0,974.0,8.549587270426246,1129.493095559469,27.832993229385465,,logs/allo/bf16/allo_bf16_M1024_N2048_K256_m64_n64_k64_4col.log
allo_bf16_M1024_N2048_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,1024,2048,512,64,64,64,4,20,200,200,168,32,1217.0,1228.0,11.0,1200.5,1244.5,1231.31,1220.0,1197.0,1512.0,37.78576319197483,1744.0641658071486,1219.5595238095239,1219.0,1201.0,1241.0,7.459974451756633,1760.8682529016137,33.17546012112871,,logs/allo/bf16/allo_bf16_M1024_N2048_K512_m64_n64_k64_4col.log
allo_bf16_M1024_N2048_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,1024,2048,1024,64,64,64,4,20,200,200,194,6,2295.0,2354.25,59.25,2206.125,2443.125,2327.235,2305.5,2276.0,2904.0,64.97268483755307,1845.5236776689935,2319.242268041237,2304.0,2276.0,2439.0,35.31344282763329,1851.8838480929385,43.978360324166715,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M1024_N2048_K1024_m64_n64_k64_4col.log
allo_bf16_M1024_N2048_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,1024,2048,2048,64,64,64,4,20,200,200,178,22,4559.75,4585.0,25.25,4521.875,4622.875,4577.08,4575.0,4505.0,4725.0,31.78590253555812,1876.7280869025667,4571.331460674157,4574.0,4522.0,4622.0,17.18397539063594,1879.0881094264819,70.6474323538132,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M1024_N2048_K2048_m64_n64_k64_4col.log
allo_bf16_M2048_N256_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,2048,256,256,64,64,64,4,20,200,200,188,12,324.0,334.0,10.0,309.0,349.0,331.205,328.0,312.0,446.0,15.716010148889572,810.4812910433116,328.03723404255317,327.0,312.0,348.0,7.038170761542259,818.3078874673672,14.514363454189152,,logs/allo/bf16/allo_bf16_M2048_N256_K256_m64_n64_k64_4col.log
allo_bf16_M2048_N256_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,2048,256,512,64,64,64,4,20,200,200,196,4,422.0,432.0,10.0,407.0,447.0,427.76,426.5,415.0,452.0,7.175123692313604,1255.0750701327847,427.30102040816325,426.0,415.0,445.0,6.478079126010179,1256.4231919857673,15.988573716022074,,logs/allo/bf16/allo_bf16_M2048_N256_K512_m64_n64_k64_4col.log
allo_bf16_M2048_N256_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,2048,256,1024,64,64,64,4,20,200,200,190,10,685.0,694.0,9.0,671.5,707.5,690.87,690.0,673.0,762.0,12.574303161607007,1554.1879427388656,688.6684210526316,689.0,673.0,707.0,7.047250500172983,1559.1564694643362,19.362747299019247,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M2048_N256_K1024_m64_n64_k64_4col.log
allo_bf16_M2048_N256_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,2048,256,2048,64,64,64,4,20,200,200,190,10,1227.0,1240.0,13.0,1207.5,1259.5,1247.735,1233.0,1211.0,2021.0,89.4642094638968,1721.10556167776,1232.0947368421052,1232.0,1211.0,1257.0,8.895976245011031,1742.9533491102018,25.952920703217387,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M2048_N256_K2048_m64_n64_k64_4col.log
allo_bf16_M2048_N512_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,2048,512,256,64,64,64,4,20,200,200,189,11,521.0,529.0,8.0,509.0,541.0,526.325,524.0,511.0,606.0,12.319471376645996,1020.0368821545622,524.1587301587301,523.0,511.0,541.0,6.109771034270175,1024.2525424262615,17.989715088158846,,logs/allo/bf16/allo_bf16_M2048_N512_K256_m64_n64_k64_4col.log
allo_bf16_M2048_N512_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,2048,512,512,64,64,64,4,20,200,200,179,21,681.0,692.0,11.0,664.5,708.5,692.385,685.0,671.0,894.0,24.88487040352029,1550.7872412025101,685.5083798882681,684.0,671.0,706.0,6.756225116303138,1566.343834009747,21.04459589999169,,logs/allo/bf16/allo_bf16_M2048_N512_K512_m64_n64_k64_4col.log
allo_bf16_M2048_N512_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,2048,512,1024,64,64,64,4,20,200,200,182,18,1237.0,1250.0,13.0,1217.5,1269.5,1247.93,1243.0,1216.0,1457.0,24.653095140367263,1720.8366238490942,1242.39010989011,1242.0,1222.0,1269.0,9.116252301899076,1728.5099349269178,26.34726088307798,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M2048_N512_K1024_m64_n64_k64_4col.log
allo_bf16_M2048_N512_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,2048,512,2048,64,64,64,4,20,200,200,197,3,2254.0,2321.25,67.25,2153.125,2422.125,2299.175,2307.0,2236.0,3101.0,80.78573125868206,1868.0471456065764,2291.1522842639592,2306.0,2236.0,2391.0,36.41494027858343,1874.5883132686545,38.73256585421041,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M2048_N512_K2048_m64_n64_k64_4col.log
allo_bf16_M2048_N1024_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,2048,1024,256,64,64,64,4,20,200,200,178,22,952.0,965.0,13.0,932.5,984.5,967.02,957.0,932.0,1535.0,47.474620588268,1110.361547848028,957.129213483146,956.5,939.0,980.0,8.38471994731335,1121.835807406277,28.22134843468666,,logs/allo/bf16/allo_bf16_M2048_N1024_K256_m64_n64_k64_4col.log
allo_bf16_M2048_N1024_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,2048,1024,512,64,64,64,4,20,200,200,194,6,1221.0,1229.0,8.0,1209.0,1241.0,1225.705,1225.0,1206.0,1305.0,10.125609858176444,1752.0395592740504,1224.8041237113403,1225.0,1209.0,1241.0,6.7222344948128825,1753.328231368786,32.94511935766786,,logs/allo/bf16/allo_bf16_M2048_N1024_K512_m64_n64_k64_4col.log
allo_bf16_M2048_N1024_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,2048,1024,1024,64,64,64,4,20,200,200,196,4,2254.0,2319.0,65.0,2156.5,2416.5,2289.35,2261.0,2228.0,3039.0,85.49127148428663,1876.0640775766046,2279.265306122449,2261.0,2228.0,2414.0,35.213648507827465,1884.364792665019,44.31589734368026,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M2048_N1024_K1024_m64_n64_k64_4col.log
allo_bf16_M2048_N1024_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,2048,1024,2048,64,64,64,4,20,200,200,196,4,4311.75,4364.0,52.25,4233.375,4442.375,4343.595,4336.0,4281.0,4528.0,41.03268179146959,1977.6094668126286,4340.591836734694,4336.0,4281.0,4438.0,35.26411621669786,1978.9777327835475,70.96657550614327,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M2048_N1024_K2048_m64_n64_k64_4col.log
allo_bf16_M2048_N2048_K256_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,2048,2048,256,64,64,64,4,20,200,200,192,8,1770.0,1838.25,68.25,1667.625,1940.625,1809.84,1793.5,1745.0,2050.0,52.332823352079906,1186.5599434204128,1802.9791666666667,1788.5,1745.0,1927.0,40.3826693352345,1191.075131483771,57.26650408701971,,logs/allo/bf16/allo_bf16_M2048_N2048_K256_m64_n64_k64_4col.log
allo_bf16_M2048_N2048_K512_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,success,passed,False,bf16,2048,2048,512,64,64,64,4,20,200,200,172,28,2267.0,2281.0,14.0,2246.0,2302.0,2281.27,2274.0,2243.0,2400.0,26.265511607429236,1882.7088840864956,2272.3313953488373,2272.0,2252.0,2301.0,8.892154389174122,1890.1148418717587,67.05343586485833,,logs/allo/bf16/allo_bf16_M2048_N2048_K512_m64_n64_k64_4col.log
allo_bf16_M2048_N2048_K1024_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,2048,2048,1024,64,64,64,4,20,200,200,196,4,4432.0,4497.5,65.5,4333.75,4595.75,4470.27,4468.0,4386.0,4616.0,46.81193330765137,1921.5695230936833,4467.515306122449,4466.5,4386.0,4588.0,43.07628224734846,1922.7543731586177,92.3023177748546,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M2048_N2048_K1024_m64_n64_k64_4col.log
allo_bf16_M2048_N2048_K2048_m64_n64_k64_4col,xdna1,npu1,npu1_4col,0,allo,failed,failed,True,bf16,2048,2048,2048,64,64,64,4,20,200,200,199,1,9147.5,9470.0,322.5,8663.75,9953.75,9317.53,9285.5,8907.0,9963.0,226.3763660367398,1843.8222558982907,9314.286432160805,9283.0,8907.0,9937.0,222.26027878245912,1844.4643407873461,164.6648458307609,Output validation failed; timings were recorded because --benchmark-on-validation-failure was enabled,logs/allo/bf16/allo_bf16_M2048_N2048_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M256_N256_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,256,256,64,64,64,4,20,200,200,183,17,168.0,175.0,7.0,157.5,185.5,172.745,171.0,160.0,200.0,7.068237050354211,194.24256563142202,171.02732240437157,171.0,160.0,184.0,4.238042250862907,196.19340072848107,10.681335666682571,,logs/mlir-aie/int16/mlir-aie_int16_M256_N256_K256_m64_n64_k64_4col.log
mlir-aie_int16_M256_N256_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,256,512,64,64,64,4,20,200,200,189,11,192.0,199.0,7.0,181.5,209.5,196.4,193.5,183.0,291.0,10.786102168995063,341.69482688391037,194.6031746031746,193.0,183.0,209.0,4.834421385598787,344.84979053833604,3.420850984752178,,logs/mlir-aie/int16/mlir-aie_int16_M256_N256_K512_m64_n64_k64_4col.log
mlir-aie_int16_M256_N256_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,256,1024,64,64,64,4,20,200,200,188,12,236.0,244.0,8.0,224.0,256.0,243.88,240.0,228.0,396.0,19.55161374413887,550.3433163851074,239.9787234042553,239.0,228.0,256.0,5.149837269489027,559.290115790407,3.528139387257397,,logs/mlir-aie/int16/mlir-aie_int16_M256_N256_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M256_N256_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,256,2048,64,64,64,4,20,200,200,194,6,322.0,334.0,12.0,304.0,352.0,329.195,327.0,312.0,396.0,11.294112404257362,815.4299305882531,327.9381443298969,326.0,312.0,352.0,8.525661002266078,818.5551471864194,3.594311690889299,,logs/mlir-aie/int16/mlir-aie_int16_M256_N256_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M256_N512_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,512,256,64,64,64,4,20,200,200,183,17,191.0,200.0,9.0,177.5,213.5,198.09,194.0,183.0,295.0,14.095811434607091,338.7796658084709,194.8306010928962,194.0,183.0,213.0,6.093868921834596,344.4472460873955,3.844394234009087,,logs/mlir-aie/int16/mlir-aie_int16_M256_N512_K256_m64_n64_k64_4col.log
mlir-aie_int16_M256_N512_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,512,512,64,64,64,4,20,200,200,189,11,236.0,246.0,10.0,221.0,261.0,243.865,239.0,225.0,355.0,17.489904945424946,550.3771676952413,240.48677248677248,238.0,225.0,261.0,7.033260712487845,558.1085671037579,3.9136219075880945,,logs/mlir-aie/int16/mlir-aie_int16_M256_N512_K512_m64_n64_k64_4col.log
mlir-aie_int16_M256_N512_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,512,1024,64,64,64,4,20,200,200,180,20,327.0,339.0,12.0,309.0,357.0,337.51,331.5,315.0,451.0,20.709657167611443,795.3407484222689,331.5,330.5,315.0,357.0,8.259338149432233,809.76004826546,4.093958193901926,,logs/mlir-aie/int16/mlir-aie_int16_M256_N512_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M256_N512_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,512,2048,64,64,64,4,20,200,200,191,9,497.0,508.0,11.0,480.5,524.5,504.14,503.0,485.0,578.0,12.227444540867891,1064.9242512000635,502.25130890052355,503.0,485.0,522.0,7.748648648532366,1068.928845950172,4.2708875383250415,,logs/mlir-aie/int16/mlir-aie_int16_M256_N512_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M256_N1024_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,1024,256,64,64,64,4,20,200,200,184,16,236.0,245.25,9.25,222.125,259.125,243.58,240.0,230.0,367.0,15.107402159206591,551.0211347401264,240.41847826086956,240.0,230.0,259.0,6.312847998979784,558.2671056355539,3.388716702349484,,logs/mlir-aie/int16/mlir-aie_int16_M256_N1024_K256_m64_n64_k64_4col.log
mlir-aie_int16_M256_N1024_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,1024,512,64,64,64,4,20,200,200,183,17,325.75,339.0,13.25,305.875,358.875,336.08,332.0,316.0,408.0,18.014816124512624,798.7248750297548,331.3114754098361,331.0,316.0,355.0,8.094809070555005,810.2208221672438,3.479114771820605,,logs/mlir-aie/int16/mlir-aie_int16_M256_N1024_K512_m64_n64_k64_4col.log
mlir-aie_int16_M256_N1024_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,1024,1024,64,64,64,4,20,200,200,185,15,495.75,511.0,15.25,472.875,533.875,510.55,504.0,480.0,1140.0,49.504418994671575,1051.554033885026,502.55135135135134,503.0,480.0,532.0,10.217039863838005,1068.2906543905692,3.7957667829468846,,logs/mlir-aie/int16/mlir-aie_int16_M256_N1024_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M256_N1024_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,1024,2048,64,64,64,4,20,200,200,181,19,843.0,850.0,7.0,832.5,860.5,848.74,846.0,831.0,904.0,12.29115128863037,1265.1010014845535,846.1160220994475,846.0,833.0,859.0,6.03972280652201,1269.0243370356586,4.204284512903541,,logs/mlir-aie/int16/mlir-aie_int16_M256_N1024_K2048_m64_n64_k64_4col.log
mlir-aie_int16_M256_N2048_K256_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,2048,256,64,64,64,4,20,200,200,188,12,328.0,340.0,12.0,310.0,358.0,337.03,334.0,319.0,413.0,14.508931731867788,796.4734771385337,333.98936170212767,333.0,319.0,357.0,7.47975235801672,803.7245696448479,3.8337802696041763,,logs/mlir-aie/int16/mlir-aie_int16_M256_N2048_K256_m64_n64_k64_4col.log
mlir-aie_int16_M256_N2048_K512_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,2048,512,64,64,64,4,20,200,200,199,1,499.0,513.0,14.0,478.0,534.0,505.665,505.0,483.0,547.0,10.426062295996509,1061.7126200152275,505.4572864321608,505.0,483.0,530.0,10.030953835383993,1062.1489221959318,4.352802956011146,,logs/mlir-aie/int16/mlir-aie_int16_M256_N2048_K512_m64_n64_k64_4col.log
mlir-aie_int16_M256_N2048_K1024_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,2048,1024,64,64,64,4,20,200,200,193,7,853.0,862.0,9.0,839.5,875.5,857.705,858.0,834.0,906.0,8.293248760286888,1251.8777714948612,857.3782383419689,858.0,840.0,874.0,6.492478151232346,1252.3548837400438,5.461287857964635,,logs/mlir-aie/int16/mlir-aie_int16_M256_N2048_K1024_m64_n64_k64_4col.log
mlir-aie_int16_M256_N2048_K2048_m64_n64_k64_4col,xdna1,npu1,npu,0,mlir-aie,success,passed,False,int16,256,2048,2048,64,64,64,4,20,200,200,183,17,1536.0,1550.0,14.0,1515.0,1571.0,1554.0,1543.0,1525.0,1996.0,53.41769369787505,1381.9071093951095,1542.5245901639344,1542.0,1525.0,1571.0,9.0992221322083,1392.1876265011585,7.737203584983945,,logs/mlir-aie/int16/mlir-aie_int16_M256_N2048_K2048_m64_n64_k64_4col.log
